id,name,type,bitwidth,num_elements,regularBins,bypassBins,totalBins,ops_total,mem,branches,loops,bins_per_weight,ops_per_bin,branches_per_bin,mem_per_bin,ops_per_weight
92,transformer.h.7.mlp.c_fc.weight,Weight,8,2359296,12067688,6747223,18814911,199416914,25935635,57143606,8205265,7.974798838297526,10.59887628487852,3.0371446349121713,1.378461742391447,84.52390628390842
93,transformer.h.7.mlp.c_fc.bias,Bias,16,3072,0,49154,49154,386723,6145,82826,52224,16.000651041666668,7.867579444195793,1.685030719778655,0.12501525816820605,125.88639322916667
94,transformer.h.7.mlp.c_proj.weight,Weight,8,2359296,12043582,6020510,18064092,196993907,25843784,57232984,8123132,7.6565602620442705,10.905275892084695,3.168328859264003,1.4306716329832687,83.49690204196506
95,transformer.h.7.mlp.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
96,transformer.h.7.ln_2.weight,Weight,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
97,transformer.h.7.ln_2.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
98,transformer.h.8.attn.c_attn.weight,Weight,8,1769472,9003843,6322834,15326677,157015440,19479165,44680041,7074599,8.661723384150752,10.244584654586248,2.9151812229095713,1.270932048740898,88.73575846354167
99,transformer.h.8.attn.c_attn.bias,Bias,16,2304,0,36866,36866,53004,4608,11522,4608,16.000868055555557,1.4377475180383008,0.3125372972386481,0.12499321868388216,23.005208333333332
100,transformer.h.8.attn.c_proj.weight,Weight,8,589824,3010942,1402472,4413414,48900623,6455193,14300135,2012012,7.482594807942708,11.07999906648232,3.2401526346723872,1.4626302902922772,82.90714348687067
101,transformer.h.8.attn.c_proj.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
102,transformer.h.8.ln_1.weight,Weight,16,768,0,12289,12289,17672,1537,3842,1536,16.001302083333332,1.438034014159004,0.31263731792660104,0.1250712018878672,23.010416666666668
103,transformer.h.8.ln_1.bias,Bias,16,768,0,12289,12289,17670,1536,3841,1536,16.001302083333332,1.4378712669867362,0.3125559443404671,0.12498982830173326,23.0078125
104,transformer.h.8.mlp.c_fc.weight,Weight,8,2359296,12068114,6606704,18674818,198908191,25925834,56929695,8159842,7.915419684516059,10.651144819724616,3.0484738860641105,1.3882777331484568,84.30828136867947
